# Undirected graph (each unordered pair of nodes is saved once): data_created_physics/graphs/user-user.txt
# User-user graph created using posts
# Nodes: 9903 Edges: 56885
# NodeId	NodeId
47	48
47	68
47	78
47	82
47	97
47	121
47	123
47	124
47	126
47	141
47	142
47	144
47	163
47	184
47	188
47	229
47	306
47	329
47	345
47	347
47	380
47	423
47	520
47	568
47	799
47	955
47	1172
47	1186
47	1236
47	1241
47	1257
47	1272
47	1353
47	1460
47	1492
47	1504
47	1588
47	1637
47	1670
47	2146
47	2190
47	2433
47	4210
47	4337
47	4552
47	4570
47	4719
47	4864
47	5219
47	5266
47	5514
47	5563
47	5697
47	5771
47	5957
47	6432
47	6790
47	7207
47	7433
47	7903
47	7924
47	9887
47	11176
47	11205
47	12355
47	14182
47	20523
47	30709
47	38069
47	78762
78	78
78	82
78	95
78	97
78	100
78	107
78	118
78	124
78	126
78	133
78	139
78	141
78	155
78	163
78	166
78	184
78	217
78	225
78	260
78	292
78	306
78	327
78	329
78	345
78	347
78	353
78	358
78	369
78	373
78	383
78	386
78	391
78	392
78	442
78	443
78	472
78	474
78	520
78	558
78	562
78	622
78	636
78	657
78	661
78	662
78	667
78	670
78	671
78	701
78	717
78	722
78	744
78	775
78	792
78	930
78	955
78	1065
78	1186
78	1228
78	1236
78	1241
78	1257
78	1268
78	1272
78	1325
78	1335
78	1337
78	1352
78	1390
78	1423
78	1492
78	1495
78	1551
78	1588
78	1701
78	1708
78	1863
78	1917
78	1944
78	2535
78	2898
78	2936
78	3253
78	3572
78	3702
78	3735
78	3864
78	3917
78	4191
78	4263
78	4552
78	4864
78	4967
78	5070
78	5223
78	5458
78	6002
78	6432
78	6728
78	6790
78	6808
78	7175
78	7237
78	7348
78	8106
78	8193
78	8486
78	9521
78	9634
78	10049
78	11205
78	11633
78	11917
78	12660
78	14126
78	15735
78	21569
78	21843
78	23582
78	24208
78	26259
78	30370
78	32199
78	32209
78	37452
78	38378
78	38801
78	42704
78	55225
78	59406
78	63338
78	64108
78	67895
82	82
82	95
82	97
82	100
82	103
82	116
82	124
82	126
82	142
82	150
82	166
82	176
82	186
82	217
82	219
82	238
82	306
82	327
82	329
82	345
82	347
82	353
82	358
82	369
82	373
82	383
82	386
82	391
82	437
82	520
82	574
82	592
82	775
82	948
82	1186
82	1236
82	1257
82	1272
82	1341
82	1350
82	1352
82	1390
82	1403
82	1417
82	1458
82	1814
82	3018
82	3735
82	4530
82	4864
82	5885
82	6362
82	6432
82	6487
82	6549
82	7348
82	7924
82	8577
82	9563
82	10991
82	11205
82	11633
82	12101
82	20213
82	20391
82	31790
82	35311
82	43276
82	43351
82	78762
97	97
97	118
97	124
97	126
97	163
97	166
97	184
97	217
97	243
97	268
97	272
97	347
97	353
97	373
97	383
97	386
97	392
97	437
97	552
97	661
97	670
97	869
97	930
97	955
97	1039
97	1172
97	1186
97	1236
97	1257
97	1335
97	1341
97	1352
97	1390
97	1486
97	1492
97	1671
97	1708
97	1844
97	2146
97	2170
97	2359
97	2525
97	2535
97	2625
97	2652
97	2714
97	3018
97	3257
97	3735
97	3811
97	4552
97	5063
97	5223
97	5345
97	5374
97	6082
97	6389
97	6432
97	7237
97	7670
97	8007
97	8220
97	8570
97	8870
97	9205
97	9397
97	10447
97	10851
97	11205
97	12613
97	14105
97	15936
97	16631
97	17320
97	19976
97	21212
97	21308
97	22302
97	24435
97	24616
97	25708
97	25918
97	26076
97	31231
97	31545
97	34382
97	35964
97	43351
97	44126
97	45046
97	55593
97	56997
97	57881
97	58877
97	62067
97	63338
97	72993
126	126
126	139
126	144
126	155
126	163
126	166
126	176
126	184
126	217
126	224
126	272
126	306
126	329
126	345
126	347
126	354
126	369
126	373
126	377
126	379
126	383
126	386
126	391
126	392
126	405
126	429
126	442
126	472
126	474
126	489
126	504
126	517
126	520
126	605
126	661
126	775
126	807
126	838
126	869
126	871
126	966
126	1039
126	1065
126	1228
126	1236
126	1241
126	1252
126	1257
126	1268
126	1272
126	1352
126	1390
126	1423
126	1460
126	1462
126	1492
126	1495
126	1543
126	1560
126	1648
126	1655
126	1662
126	1670
126	1671
126	1708
126	1782
126	1814
126	1847
126	1863
126	1924
126	1939
126	2085
126	2146
126	2219
126	2433
126	2445
126	2525
126	2752
126	2754
126	2785
126	2898
126	2936
126	3281
126	3351
126	3676
126	3892
126	4020
126	4107
126	4173
126	4208
126	4210
126	4435
126	4485
126	4657
126	4719
126	4727
126	4744
126	4758
126	4864
126	5020
126	5374
126	5563
126	5699
126	5816
126	5827
126	5931
126	6176
126	6180
126	6190
126	6432
126	6808
126	6911
126	7058
126	7263
126	7300
126	7435
126	7995
126	8007
126	8434
126	8563
126	9267
126	11062
126	11205
126	11582
126	11901
126	12409
126	16015
126	17170
126	17292
126	17341
126	20545
126	22529
126	23119
126	24906
126	25575
126	25898
126	26472
126	28889
126	30370
126	36790
126	42788
126	42911
126	43588
126	44063
126	46286
126	46365
126	47471
11205	11205
11205	11483
11205	17224
11205	18685
11205	18807
11205	23498
11205	49028
11205	67560
18	18
18	19
18	20
18	29
18	42
18	62
18	66
18	74
18	78
18	82
18	124
18	126
18	139
18	142
18	166
18	173
18	214
18	217
18	219
18	329
18	345
18	347
18	392
18	520
18	955
18	966
18	1268
18	1390
18	1458
18	1501
18	1656
18	1708
18	3811
18	4864
18	5223
18	6432
18	6728
18	7089
18	7117
18	12998
18	22138
18	22191
18	24640
18	26076
18	29011
18	29432
18	29551
18	31951
18	44558
18	68919
18	75882
74	74
74	78
74	79
74	82
74	86
74	95
74	97
74	100
74	104
74	107
74	115
74	124
74	126
74	127
74	142
74	154
74	163
74	166
74	176
74	188
74	207
74	219
74	224
74	225
74	232
74	238
74	292
74	301
74	304
74	306
74	329
74	337
74	345
74	347
74	358
74	369
74	373
74	377
74	379
74	383
74	386
74	391
74	392
74	393
74	399
74	405
74	412
74	429
74	442
74	474
74	489
74	504
74	520
74	552
74	562
74	661
74	667
74	701
74	717
74	722
74	724
74	730
74	775
74	800
74	807
74	816
74	829
74	832
74	834
74	852
74	869
74	948
74	955
74	965
74	966
74	995
74	1082
74	1123
74	1139
74	1160
74	1172
74	1186
74	1193
74	1196
74	1228
74	1236
74	1241
74	1252
74	1255
74	1257
74	1268
74	1272
74	1275
74	1307
74	1325
74	1335
74	1337
74	1341
74	1345
74	1352
74	1353
74	1370
74	1377
74	1383
74	1390
74	1423
74	1460
74	1462
74	1479
74	1492
74	1495
74	1543
74	1545
74	1573
74	1588
74	1631
74	1641
74	1643
74	1648
74	1655
74	1670
74	1671
74	1708
74	1725
74	1814
74	1876
74	1916
74	1918
74	1924
74	2072
74	2098
74	2146
74	2151
74	2170
74	2300
74	2314
74	2359
74	2433
74	2451
74	2469
74	2499
74	2525
74	2535
74	2599
74	2637
74	2710
74	2714
74	2784
74	2809
74	2843
74	2898
74	2936
74	2962
74	2973
74	3077
74	3197
74	3253
74	3257
74	3281
74	3346
74	3460
74	3572
74	3599
74	3669
74	3735
74	3811
74	3843
74	3846
74	3876
74	3879
74	3887
74	3936
74	3943
74	3956
74	3998
74	4017
74	4020
74	4040
74	4107
74	4202
74	4237
74	4312
74	4435
74	4455
74	4483
74	4498
74	4499
74	4516
74	4521
74	4551
74	4552
74	4570
74	4582
74	4587
74	4600
74	4612
74	4615
74	4651
74	4683
74	4760
74	4864
74	4887
74	4916
74	4993
74	4997
74	5020
74	5050
74	5070
74	5194
74	5200
74	5210
74	5223
74	5374
74	5379
74	5458
74	5477
74	5479
74	5489
74	5563
74	5646
74	5697
74	5699
74	5729
74	5732
74	5771
74	5827
74	5913
74	6089
74	6237
74	6323
74	6389
74	6432
74	6560
74	6714
74	6784
74	6887
74	6911
74	6974
74	7058
74	7330
74	7433
74	7574
74	7670
74	7924
74	7995
74	8014
74	8146
74	8276
74	8312
74	8338
74	8434
74	8449
74	8450
74	8521
74	8570
74	8689
74	8736
74	8748
74	8775
74	8797
74	8850
74	9004
74	9098
74	9181
74	9267
74	9781
74	9887
74	10024
74	10037
74	10048
74	10352
74	10452
74	10468
74	10549
74	10635
74	10655
74	10725
74	10851
74	10896
74	10962
74	11062
74	11582
74	11751
74	11833
74	11960
74	12094
74	12138
74	12288
74	12309
74	12456
74	12497
74	12498
74	12808
74	12809
74	12847
74	12998
74	14105
74	14182
74	14202
74	14469
74	14470
74	14473
74	15527
74	16124
74	16251
74	16450
74	16477
74	16599
74	16634
74	16725
74	17029
74	17034
74	17198
74	17292
74	17341
74	17497
74	17584
74	18685
74	19833
74	19945
74	19962
74	19976
74	20496
74	20643
74	21006
74	21146
74	21153
74	21216
74	21287
74	21308
74	21331
74	21402
74	21817
74	21843
74	21988
74	21994
74	22047
74	22102
74	22302
74	22307
74	22334
74	22646
74	22829
74	22856
74	23016
74	23119
74	23237
74	23445
74	23564
74	23740
74	23827
74	24314
74	24434
74	24773
74	25069
74	25188
74	25301
74	25403
74	25589
74	25795
74	26063
74	26076
74	26140
74	26169
74	26252
74	26875
74	26969
74	27193
74	27450
74	27502
74	27898
74	28942
74	29011
74	29118
74	29174
74	29216
74	29374
74	29432
74	29495
74	29544
74	29551
74	29576
74	29985
74	30695
74	31059
74	31506
74	31635
74	31687
74	31748
74	31782
74	31895
74	32185
74	34594
74	35024
74	35183
74	35204
74	35660
74	35879
74	36201
74	36790
74	37242
74	37452
74	37465
74	37573
74	37711
74	37816
74	38055
74	38378
74	38406
74	38407
74	38743
74	39920
74	41066
74	41072
74	41376
74	41503
74	41897
74	42122
74	42562
74	42595
74	42632
74	42704
74	43164
74	43275
74	43970
74	44301
74	44615
74	45293
74	45341
74	45539
74	45543
74	45753
74	45770
74	46409
74	46467
74	46794
74	47317
74	48751
74	50734
74	51850
74	51950
74	51994
74	52112
74	52648
74	55284
74	55361
74	55670
74	55705
74	55734
74	55841
74	55964
74	56666
74	57075
74	57208
74	57780
74	58059
74	58302
74	59395
74	59406
74	59484
74	59844
74	59907
74	62188
74	64108
74	65732
74	68478
74	68599
74	68919
74	70698
74	70958
74	70977
74	72441
74	73358
74	73381
74	75691
74	76273
74	76931
74	77796
74	78927
74	79335
74	80750
74	82215
74	82510
74	86481
1390	1390
1390	1394
1390	1403
1390	1458
1390	1460
1390	1471
1390	1486
1390	1492
1390	1495
1390	1501
1390	1504
1390	1559
1390	1560
1390	1573
1390	1588
1390	1609
1390	1611
1390	1619
1390	1631
1390	1635
1390	1641
1390	1655
1390	1670
1390	1671
1390	1708
1390	1719
1390	1721
1390	1739
1390	1770
1390	1782
1390	1864
1390	1887
1390	1918
1390	1924
1390	1935
1390	2136
1390	2146
1390	2170
1390	2190
1390	2314
1390	2359
1390	2451
1390	2525
1390	2535
1390	2599
1390	2652
1390	2714
1390	2784
1390	2898
1390	2936
1390	2962
1390	3018
1390	3066
1390	3099
1390	3197
1390	3230
1390	3253
1390	3281
1390	3314
1390	3351
1390	3397
1390	3460
1390	3515
1390	3540
1390	3735
1390	3782
1390	3797
1390	3830
1390	3887
1390	3970
1390	4017
1390	4034
1390	4066
1390	4099
1390	4107
1390	4160
1390	4173
1390	4177
1390	4202
1390	4248
1390	4285
1390	4408
1390	4435
1390	4450
1390	4483
1390	4485
1390	4499
1390	4536
1390	4552
1390	4570
1390	4657
1390	4709
1390	4846
1390	4864
1390	4886
1390	4948
1390	4952
1390	4967
1390	5023
1390	5046
1390	5254
1390	5374
1390	5477
1390	5563
1390	5665
1390	5739
1390	5805
1390	5827
1390	5873
1390	5901
1390	5931
1390	6061
1390	6089
1390	6126
1390	6129
1390	6178
1390	6247
1390	6304
1390	6316
1390	6389
1390	6432
1390	6446
1390	6510
1390	6671
1390	6848
1390	6905
1390	6933
1390	6940
1390	6974
1390	6982
1390	7089
1390	7154
1390	7237
1390	7282
1390	7409
1390	7433
1390	7457
1390	7574
1390	7670
1390	7896
1390	7924
1390	7993
1390	8142
1390	8563
1390	8609
1390	8790
1390	8821
1390	9109
1390	9444
1390	9684
1390	9719
1390	9776
1390	9887
1390	9922
1390	9992
1390	10134
1390	10156
1390	10236
1390	10244
1390	10531
1390	10613
1390	10652
1390	11053
1390	11062
1390	11361
1390	11917
1390	11933
1390	12019
1390	12091
1390	12094
1390	12350
1390	12533
1390	12545
1390	12613
1390	12675
1390	12810
1390	12998
1390	14182
1390	14202
1390	14315
1390	14473
1390	14506
1390	15559
1390	15766
1390	15837
1390	15873
1390	16229
1390	16611
1390	16660
1390	16672
1390	16689
1390	16725
1390	16739
1390	16890
1390	17068
1390	17170
1390	17198
1390	17305
1390	17308
1390	17320
1390	17581
1390	17609
1390	17645
1390	18685
1390	18764
1390	18788
1390	18818
1390	19837
1390	19841
1390	19907
1390	19921
1390	19951
1390	19968
1390	19976
1390	20071
1390	20215
1390	20238
1390	20263
1390	20291
1390	20711
1390	21123
1390	21146
1390	21162
1390	21245
1390	21299
1390	21362
1390	21441
1390	21817
1390	22182
1390	22229
1390	22995
1390	23095
1390	23119
1390	23158
1390	23389
1390	23499
1390	23785
1390	24116
1390	25102
1390	25151
1390	25301
1390	25352
1390	26076
1390	26169
1390	26969
1390	27074
1390	27232
1390	27463
1390	29174
1390	29729
1390	30104
1390	30124
1390	30953
1390	31119
1390	31635
1390	31895
1390	31963
1390	33989
1390	34382
1390	34439
1390	35354
1390	35399
1390	35944
1390	36915
1390	38245
1390	38764
1390	38815
1390	41072
1390	41339
1390	41637
1390	42031
1390	42337
1390	43351
1390	44126
1390	44176
1390	44303
1390	45218
1390	45253
1390	45448
1390	46708
1390	47489
1390	47511
1390	48856
1390	50546
1390	50583
1390	50770
1390	52112
1390	53098
1390	56101
1390	56109
1390	56359
1390	56578
1390	56747
1390	56960
1390	56997
1390	57780
1390	57961
1390	58382
1390	59023
1390	59208
1390	59215
1390	59444
1390	59948
1390	62655
1390	62952
1390	63226
1390	63535
1390	63690
1390	64025
1390	64166
1390	64951
1390	64956
1390	65242
1390	65378
1390	65526
1390	65737
1390	66215
1390	66236
1390	70541
1390	72105
1390	72446
1390	73626
1390	74685
1390	75386
1390	75947
1390	78174
1390	78942
1390	79266
48	56
48	66
48	74
48	166
48	5827
48	8450
48	20523
48	29374
95	107
95	124
95	139
95	292
95	306
95	574
95	930
95	1236
95	1341
95	1350
95	1403
95	1417
95	1458
95	1918
95	3525
95	3735
95	4034
95	9351
95	9360
95	20391
95	24791
95	31635
95	34745
95	35311
574	1236
574	1341
574	1350
574	1403
574	1417
574	1458
574	20391
574	35311
1417	1458
1417	20391
1417	35311
1350	1350
1350	1403
1350	1417
1350	1458
1350	1492
1350	1495
1350	1560
1350	1613
1350	3270
1350	20391
1350	35311
1236	1236
1236	1241
1236	1247
1236	1250
1236	1252
1236	1255
1236	1256
1236	1257
1236	1260
1236	1262
1236	1268
1236	1272
1236	1279
1236	1287
1236	1311
1236	1325
1236	1335
1236	1337
1236	1341
1236	1345
1236	1350
1236	1352
1236	1353
1236	1370
1236	1371
1236	1377
1236	1382
1236	1383
1236	1390
1236	1391
1236	1394
1236	1402
1236	1403
1236	1413
1236	1417
1236	1423
1236	1458
1236	1460
1236	1462
1236	1468
1236	1471
1236	1486
1236	1492
1236	1495
1236	1501
1236	1504
1236	1512
1236	1543
1236	1545
1236	1551
1236	1559
1236	1560
1236	1573
1236	1588
1236	1589
1236	1609
1236	1613
1236	1619
1236	1631
1236	1641
1236	1648
1236	1656
1236	1670
1236	1671
1236	1696
1236	1708
1236	1727
1236	1739
1236	1761
1236	1782
1236	1814
1236	1816
1236	1855
1236	1856
1236	1866
1236	1892
1236	1918
1236	1924
1236	1933
1236	1935
1236	1944
1236	1945
1236	2072
1236	2085
1236	2146
1236	2170
1236	2190
1236	2297
1236	2314
1236	2359
1236	2410
1236	2415
1236	2418
1236	2433
1236	2451
1236	2469
1236	2498
1236	2499
1236	2525
1236	2535
1236	2599
1236	2625
1236	2637
1236	2684
1236	2710
1236	2714
1236	2751
1236	2754
1236	2760
1236	2782
1236	2784
1236	2785
1236	2898
1236	2936
1236	2962
1236	3066
1236	3085
1236	3099
1236	3100
1236	3197
1236	3229
1236	3252
1236	3253
1236	3257
1236	3281
1236	3351
1236	3360
1236	3401
1236	3418
1236	3460
1236	3478
1236	3494
1236	3525
1236	3540
1236	3542
1236	3588
1236	3599
1236	3632
